4.6418 	WARNING 	Requested audio device 'Speakers (Lenovo USB Audio)' that is not available on this hardware. The 'audioDevice' preference should be one of ['Speakers (Realtek(R) Audio)']
8.9101 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.9114 	INFO 	Loaded monitor calibration from ['2025_03_12 16:44']
9.4200 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014029A65090>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000014029A65030>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000014029AF3640>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.4201 	EXP 	window1: backgroundImage = ''
9.4201 	EXP 	window1: backgroundFit = 'none'
9.4359 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4376 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4394 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4417 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4439 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4450 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4470 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4495 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4504 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4512 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4530 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4548 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4564 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4582 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4597 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4635 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4657 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4681 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4698 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4718 	DEBUG 	Upload of Texture Font fontname complete
9.4857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4881 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.4910 	DEBUG 	Uploading Texture Font fontname to graphics card
9.4916 	DEBUG 	Upload of Texture Font fontname complete
9.4956 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.4957 	EXP 	window1: recordFrameIntervals = False
9.6681 	EXP 	window1: recordFrameIntervals = True
9.8521 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
9.8521 	EXP 	window1: recordFrameIntervals = False
9.8637 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8671 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8721 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8746 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8757 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8778 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8802 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8832 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8843 	DEBUG 	Upload of Texture Font fontname complete
9.9103 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
14.7878 	INFO 	keyboard.Keyboard is using iohub backend.
14.7879 	INFO 	keyboard.Keyboard is using iohub backend.
14.7879 	INFO 	keyboard.Keyboard is using iohub backend.
14.7880 	INFO 	keyboard.Keyboard is using iohub backend.
14.7880 	INFO 	keyboard.Keyboard is using iohub backend.
14.7881 	INFO 	keyboard.Keyboard is using iohub backend.
14.7882 	INFO 	keyboard.Keyboard is using iohub backend.
14.7882 	EXP 	metaphors: status = STARTED
14.9692 	EXP 	Created textWelcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='textWelcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
14.9797 	EXP 	Created fixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
14.9813 	EXP 	Created trialText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='trialText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9830 	EXP 	Created questionText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='questionText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.9846 	EXP 	Created fb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fb', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.0026 	EXP 	Created textStart = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='textStart', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.8)
